Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
39	9	Sol5	G5	349	349	3	8	1364	95	96	ni 	4.5
40	9	Sol5	G5	349	349	1	4	909	95	96	kör 	4.75
41	9	Sol5	G5	349	349	1	8	455	50	96	ku	4.875
42	9	La5b5	A5b5	353	353	1	8	455	50	96	yu	5
43	9	Si5b5	B5b5	362	362	1	16	227	99	96	lar	5.0625
44	9	Sol5	G5	349	349	3	16	682	99	96		5.25
45	9	La5b5	A5b5	353	353	1	16	227	99	96		5.3125
46	9	Fa5	F5	340	340	1	8	455	99	96		5.4375
47	9	Sol5	G5	349	349	1	16	227	95	96		5.5
48	9	Sol5	G5	349	349	3	8	1364	95	96	da 	5.875
49	9			-1	-1	1	8	455	100	0		6
50	53			0	0	0	0	0	0	0		6
51	9	Sol5	G5	349	349	3	8	1364	95	96	mer	6.375
52	9	La5b5	A5b5	353	353	1	8	455	95	96	di	6.5
53	9	Sol5	G5	349	349	1	4	909	95	96	ven	6.75
54	9	Fa5	F5	340	340	1	4	909	95	96	siz 	7
55	9	Fa5	F5	340	340	1	8	455	95	96	bı	7.125
56	10	Sol5	G5	349	349	1	8	455	99	96	rak	7.25
57	8	La5b5	A5b5	353	353	0	0	0	99	96		7.25
58	9	Mi5b5	E5b5	331	331	1	8	455	99	96		7.375
59	9	Fa5	F5	340	340	1	8	455	95	96		7.5
60	9	Sol5	G5	349	349	3	8	1364	95	96	tın  	7.875
61	9			-1	-1	1	8	455	100	0		8
62	9	Si5b5	B5b5	362	362	1	16	227	95	96	SAZ 	8.0625
63	9	Sol5	G5	349	349	3	16	682	95	96	.	8.25
64	9	La5b5	A5b5	353	353	1	16	227	95	96	.	8.3125
65	9	Fa5	F5	340	340	3	16	682	95	96	.	8.5
66	9	Sol5	G5	349	349	1	16	227	95	96	.	8.5625
67	9	Re5	D5	327	327	3	16	682	95	96	.	8.75
68	9	Mi5b5	E5b5	331	331	1	16	227	95	96	.	8.8125
69	9	Do5	C5	318	318	3	16	682	95	96	.	9
70	53			0	0	0	0	0	0	0		9
71	9	Fa5	F5	340	340	1	8	455	95	96	Be	9.125
72	9	Sol5	G5	349	349	3	8	1364	95	96	ni 	9.5
73	9	Sol5	G5	349	349	1	4	909	95	96	kör 	9.75
74	9	Sol5	G5	349	349	1	8	455	50	96	ku	9.875
75	9	La5b5	A5b5	353	353	1	8	455	50	96	yu	10
76	9	Si5b5	B5b5	362	362	1	16	227	99	96	lar	10.0625
77	9	Sol5	G5	349	349	3	16	682	99	96		10.25
78	9	La5b5	A5b5	353	353	1	16	227	99	96		10.3125
79	9	Fa5	F5	340	340	1	8	455	99	96		10.4375
80	9	Sol5	G5	349	349	1	16	227	95	96		10.5
81	9	Sol5	G5	349	349	3	8	1364	95	96	da 	10.875
82	9			-1	-1	1	8	455	100	0		11
83	53			0	0	0	0	0	0	0		11
84	9	Sol5	G5	349	349	3	8	1364	95	96	mer	11.375
85	9	La5b5	A5b5	353	353	1	8	455	95	96	di	11.5
86	9	Si5b5	B5b5	362	362	1	4	909	95	96	ven	11.75
87	9	Do6	C6	371	371	1	8	455	99	96	siz 	11.875
88	9	Si5b5	B5b5	362	362	1	8	455	95	96		12
89	9	Si5b5	B5b5	362	362	1	8	455	95	96	bı	12.125
90	9	La5b5	A5b5	353	353	1	8	455	99	96	rak	12.25
91	9	La5b5	A5b5	353	353	1	8	455	99	96		12.375
92	9	Si5b5	B5b5	362	362	1	8	455	95	96		12.5
93	9	Sol5	G5	349	349	3	8	1364	95	96	tın  	12.875
94	9			-1	-1	1	8	455	100	0		13
95	53			0	0	0	0	0	0	0		13
96	9	Sol5	G5	349	349	1	12	303	95	96	SAZ	13.08333
97	9	La5b5	A5b5	353	353	1	12	303	95	96	.	13.16667
98	9	Si5b5	B5b5	362	362	1	12	303	95	96	.	13.25
99	9	Sol5	G5	349	349	1	8	455	95	96	.	13.375
100	9			-1	-1	1	8	455	100	0	.	13.5
101	9	Fa5	F5	340	340	1	12	303	95	96	.	13.58333
102	9	Sol5	G5	349	349	1	12	303	95	96	.	13.66667
103	9	La5b5	A5b5	353	353	1	12	303	95	96	.	13.75
104	9	Fa5	F5	340	340	1	8	455	95	96	.	13.875
105	9			-1	-1	1	8	455	100	0	.	14
106	53			0	0	0	0	0	0	0		14
107	9	Sol5	G5	349	349	1	16	227	95	96	.	14.0625
108	9	Fa5	F5	340	340	1	16	227	95	96	.	14.125
109	9	Mi5b5	E5b5	331	331	1	16	227	95	96	.	14.1875
110	9	Fa5	F5	340	340	1	16	227	95	96	.	14.25
111	9	Mi5b5	E5b5	331	331	1	8	455	95	96	.	14.375
112	9	Fa5	F5	340	340	1	8	455	95	96	.	14.5
113	9	Sol5	G5	349	349	3	8	1364	95	96	.	14.875
114	9			-1	-1	1	8	455	100	0		15
115	53			0	0	0	0	0	0	0		15
116	9	Fa5	F5	340	340	1	8	455	95	96	De	15.125
117	9	Sol5	G5	349	349	3	8	1364	95	96	niz	15.5
118	9	Sol5	G5	349	349	1	8	455	95	96	ler_	15.625
119	9	Sol5	G5	349	349	1	4	909	99	96	or	15.875
120	9	Fa5	F5	340	340	1	8	455	95	96		16
121	53			0	0	0	0	0	0	0		16
122	9	Fa5	F5	340	340	1	8	455	95	96	ta	16.125
123	9	La5b5	A5b5	353	353	1	8	455	99	96	sın	16.25
124	9	Sol5	G5	349	349	1	8	455	99	96		16.375
125	9	Fa5	F5	340	340	1	8	455	95	96		16.5
126	9	Mi5b5	E5b5	331	331	3	16	682	99	96	da 	16.6875
127	9	Re5	D5	327	327	1	16	227	99	96		16.75
128	9	Mi5b5	E5b5	331	331	1	4	909	95	96		17
129	53			0	0	0	0	0	0	0		17
130	9	Re5	D5	327	327	1	4	909	95	96	bak 	17.25
131	9	Mi5b5	E5b5	331	331	1	4	909	95	96	yel	17.5
132	9	Sol5	G5	349	349	1	8	455	99	96	ken	17.625
133	9	Re5	D5	327	327	1	8	455	95	96		17.75
134	9	Re5	D5	327	327	1	8	455	99	96	siz 	17.875
135	9	Do5	C5	318	318	1	8	455	95	96		18
136	9	Re5	D5	327	327	1	16	227	99	96	bı	18.0625
137	9	Do5	C5	318	318	1	16	227	95	96		18.125
138	9	Si4b5	B4b5	309	309	1	16	227	99	96	rak	18.1875
139	9	Do5	C5	318	318	1	16	227	99	96		18.25
140	9	Si4b5	B4b5	309	309	1	8	455	99	96		18.375
141	9	Do5	C5	318	318	1	8	455	95	96		18.5
142	9	Re5	D5	327	327	3	8	1364	95	96	tın  	18.875
143	9			-1	-1	1	8	455	100	0		19
144	53			0	0	0	0	0	0	0		19
145	9	Re5	D5	327	327	1	12	303	95	96	SAZ	19.08333
146	9	Mi5b5	E5b5	331	331	1	12	303	95	96	.	19.16667
147	9	Fa5	F5	340	340	1	12	303	95	96	.	19.25
148	9	Re5	D5	327	327	1	8	455	95	96	.	19.375
149	9			-1	-1	1	8	455	100	0	.	19.5
150	9	Do5	C5	318	318	1	12	303	95	96	.	19.58333
151	9	Re5	D5	327	327	1	12	303	95	96	.	19.66667
152	9	Mi5b5	E5b5	331	331	1	12	303	95	96	.	19.75
153	9	Do5	C5	318	318	1	4	909	95	96	.	20
154	9	Re5	D5	327	327	1	16	227	95	96	.	20.0625
155	9	Do5	C5	318	318	1	16	227	95	96	.	20.125
156	9	Si4b5	B4b5	309	309	1	16	227	95	96	.	20.1875
157	9	Do5	C5	318	318	1	16	227	95	96	.	20.25
158	9	Si4b5	B4b5	309	309	1	8	455	95	96	.	20.375
159	9	Do5	C5	318	318	1	8	455	95	96	.	20.5
160	9	Re5	D5	327	327	3	8	1364	95	96	.	20.875
161	9			-1	-1	1	8	455	100	0		21
162	53			0	0	0	0	0	0	0		21
163	9	Re5	D5	327	327	1	8	455	95	96	De	21.125
164	9	Mi5b5	E5b5	331	331	1	4	909	99	96	niz	21.375
165	9	Do5	C5	318	318	1	8	455	95	96		21.5
166	9	Do5	C5	318	318	1	8	455	95	96	ler_	21.625
167	9	Re5	D5	327	327	1	4	909	99	96	or	21.875
168	9	Si4b5	B4b5	309	309	1	8	455	95	96		22
169	9	Si4b5	B4b5	309	309	1	8	455	95	96	ta	22.125
170	9	Do5	C5	318	318	1	4	909	99	96	sın	22.375
171	9	Sol5	G5	349	349	1	8	455	95	96		22.5
172	9	Sol5	G5	349	349	1	16	227	99	96	da 	22.5625
173	9	Fa5	F5	340	340	1	16	227	99	96		22.625
174	9	Mi5b5	E5b5	331	331	1	16	227	99	96		22.6875
175	9	Re5	D5	327	327	1	16	227	99	96		22.75
176	9	Do5	C5	318	318	1	4	909	95	96		23
177	53			0	0	0	0	0	0	0		23
178	9	Si4b5	B4b5	309	309	1	4	909	50	96	bak 	23.25
179	9	Do5	C5	318	318	1	4	909	50	96	yel	23.5
180	9	Re5	D5	327	327	1	8	455	99	96	ken	23.625
181	9	Si4b5	B4b5	309	309	1	8	455	95	96		23.75
182	9	Si4b5	B4b5	309	309	1	8	455	99	96	siz 	23.875
183	9	La4b5	A4b5	300	300	1	8	455	95	96		24
184	9	Do5	C5	318	318	1	16	227	99	96	bı	24.0625
185	9	Si4b5	B4b5	309	309	1	16	227	95	96		24.125
186	9	La4b5	A4b5	300	300	1	4	909	99	96	rak	24.375
187	9	La4b5	A4b5	300	300	1	16	227	99	96		24.4375
188	9	Sol4	G4	296	296	1	16	227	95	96		24.5
189	9	Sol4	G4	296	296	3	8	1364	95	96	tın  	24.875
190	9			-1	-1	1	8	455	100	0		25
191	53			0	0	0	0	0	0	0		25
192	9	Sol5	G5	349	349	1	12	303	95	96	SAZ	25.08333
193	9	La5b5	A5b5	353	353	1	12	303	95	96	.	25.16667
194	9	Si5b5	B5b5	362	362	1	12	303	95	96	.	25.25
195	9	Sol5	G5	349	349	1	8	455	95	96	.	25.375
196	9			-1	-1	1	8	455	100	0	.	25.5
197	9	Fa5	F5	340	340	1	12	303	95	96	.	25.58333
198	9	Sol5	G5	349	349	1	12	303	95	96	.	25.66667
199	9	La5b5	A5b5	353	353	1	12	303	95	96	.	25.75
200	9	Fa5	F5	340	340	1	8	455	95	96	.	25.875
201	9			-1	-1	1	8	455	100	0	.	26
202	53			0	0	0	0	0	0	0		26
203	9	Sol5	G5	349	349	1	16	227	95	96	.	26.0625
204	9	Fa5	F5	340	340	1	16	227	95	96	.	26.125
205	9	Mi5b5	E5b5	331	331	1	16	227	95	96	.	26.1875
206	9	Fa5	F5	340	340	1	16	227	95	96	.	26.25
207	9	Mi5b5	E5b5	331	331	1	8	455	95	96	.	26.375
208	9	Fa5	F5	340	340	1	8	455	95	96	.	26.5
209	9	Sol5	G5	349	349	3	8	1364	95	96	.	26.875
210	9			-1	-1	1	8	455	100	0		27
211	53			0	0	0	0	0	0	0		27
212	9	Fa5	F5	340	340	1	8	455	95	96	De	27.125
213	9	Sol5	G5	349	349	3	8	1364	95	96	niz	27.5
214	9	Sol5	G5	349	349	1	8	455	95	96	ler_	27.625
215	9	Sol5	G5	349	349	1	4	909	99	96	or	27.875
216	9	Fa5	F5	340	340	1	8	455	95	96		28
217	53			0	0	0	0	0	0	0		28
218	9	Fa5	F5	340	340	1	8	455	95	96	ta	28.125
219	9	La5b5	A5b5	353	353	1	8	455	99	96	sın	28.25
220	9	Sol5	G5	349	349	1	8	455	99	96		28.375
221	9	Fa5	F5	340	340	1	8	455	95	96		28.5
222	9	Mi5b5	E5b5	331	331	3	16	682	99	96	da 	28.6875
223	9	Re5	D5	327	327	1	16	227	99	96		28.75
224	9	Mi5b5	E5b5	331	331	1	4	909	95	96		29
225	53			0	0	0	0	0	0	0		29
226	9	Re5	D5	327	327	1	4	909	95	96	bak 	29.25
227	9	Mi5b5	E5b5	331	331	1	4	909	95	96	yel	29.5
228	9	Sol5	G5	349	349	1	8	455	99	96	ken	29.625
229	9	Re5	D5	327	327	1	8	455	95	96		29.75
230	9	Re5	D5	327	327	1	8	455	99	96	siz 	29.875
231	9	Do5	C5	318	318	1	8	455	95	96		30
232	9	Re5	D5	327	327	1	16	227	99	96	bı	30.0625
233	9	Do5	C5	318	318	1	16	227	95	96		30.125
234	9	Si4b5	B4b5	309	309	1	16	227	99	96	rak	30.1875
235	9	Do5	C5	318	318	1	16	227	99	96		30.25
236	9	Si4b5	B4b5	309	309	1	8	455	99	96		30.375
237	9	Do5	C5	318	318	1	8	455	95	96		30.5
238	9	Re5	D5	327	327	3	8	1364	95	96	tın  	30.875
239	9			-1	-1	1	8	455	100	0		31
240	53			0	0	0	0	0	0	0		31
241	9	Re5	D5	327	327	1	12	303	95	96	SAZ	31.08333
242	9	Mi5b5	E5b5	331	331	1	12	303	95	96	.	31.16667
243	9	Fa5	F5	340	340	1	12	303	95	96	.	31.25
244	9	Re5	D5	327	327	1	8	455	95	96	.	31.375
245	9			-1	-1	1	8	455	100	0	.	31.5
246	9	Do5	C5	318	318	1	12	303	95	96	.	31.58333
247	9	Re5	D5	327	327	1	12	303	95	96	.	31.66667
248	9	Mi5b5	E5b5	331	331	1	12	303	95	96	.	31.75
249	9	Do5	C5	318	318	1	4	909	95	96	.	32
250	9	Re5	D5	327	327	1	16	227	95	96	.	32.0625
251	9	Do5	C5	318	318	1	16	227	95	96	.	32.125
252	9	Si4b5	B4b5	309	309	1	16	227	95	96	.	32.1875
253	9	Do5	C5	318	318	1	16	227	95	96	.	32.25
254	9	Si4b5	B4b5	309	309	1	8	455	95	96	.	32.375
255	9	Do5	C5	318	318	1	8	455	95	96	.	32.5
256	9	Re5	D5	327	327	3	8	1364	95	96	.	32.875
257	9			-1	-1	1	8	455	100	0		33
258	53			0	0	0	0	0	0	0		33
259	9	Re5	D5	327	327	1	8	455	95	96	De	33.125
260	9	Mi5b5	E5b5	331	331	1	4	909	99	96	niz	33.375
261	9	Do5	C5	318	318	1	8	455	95	96		33.5
262	9	Do5	C5	318	318	1	8	455	95	96	ler_	33.625
263	9	Re5	D5	327	327	1	4	909	99	96	or	33.875
264	9	Si4b5	B4b5	309	309	1	8	455	95	96		34
265	9	Si4b5	B4b5	309	309	1	8	455	95	96	ta	34.125
266	9	Do5	C5	318	318	1	4	909	99	96	sın	34.375
267	9	Sol5	G5	349	349	1	8	455	95	96		34.5
268	9	Sol5	G5	349	349	1	16	227	99	96	da 	34.5625
269	9	Fa5	F5	340	340	1	16	227	99	96		34.625
270	9	Mi5b5	E5b5	331	331	1	16	227	99	96		34.6875
271	9	Re5	D5	327	327	1	16	227	99	96		34.75
272	9	Do5	C5	318	318	1	4	909	95	96		35
273	53			0	0	0	0	0	0	0		35
274	9	Si4b5	B4b5	309	309	1	4	909	50	96	bak 	35.25
275	9	Do5	C5	318	318	1	4	909	50	96	yel	35.5
276	9	Re5	D5	327	327	1	8	455	99	96	ken	35.625
277	9	Si4b5	B4b5	309	309	1	8	455	95	96		35.75
278	9	Si4b5	B4b5	309	309	1	8	455	99	96	siz 	35.875
279	9	La4b5	A4b5	300	300	1	8	455	95	96		36
280	9	Do5	C5	318	318	1	16	227	99	96	bı	36.0625
281	9	Si4b5	B4b5	309	309	1	16	227	95	96		36.125
282	9	La4b5	A4b5	300	300	1	4	909	99	96	rak	36.375
283	9	La4b5	A4b5	300	300	1	16	227	99	96		36.4375
284	9	Sol4	G4	296	296	1	16	227	95	96		36.5
285	9	Sol4	G4	296	296	3	8	1364	95	96	tın  	36.875
286	9			-1	-1	1	8	455	100	0		37
287	53			0	0	0	0	0	0	0		37
288	9	Si5b5	B5b5	362	362	1	4	909	95	96	SAZ	37.25
289	9	Sol5	G5	349	349	1	4	909	95	96	.	37.5
290	9	La5	A5	358	358	1	4	909	95	96	.	37.75
291	9	Fa5	F5	340	340	1	4	909	95	96	.	38
292	9	Sol5	G5	349	349	1	8	455	95	96	.	38.125
293	9	La5	A5	358	358	1	8	455	95	96	.	38.25
294	9	Do6	C6	371	371	1	16	227	95	96	.	38.3125
295	9	Si5b5	B5b5	362	362	1	16	227	95	96	.	38.375
296	9	La5	A5	358	358	1	16	227	95	96	.	38.4375
297	9	Do6	C6	371	371	1	16	227	95	96	.	38.5
298	9	Si5b5	B5b5	362	362	3	8	1364	95	96	.	38.875
299	53			0	0	0	0	0	0	0		38.875
300	9			-1	-1	1	8	455	100	0		39
301	9	Si5b5	B5b5	362	362	1	4	909	95	96	Öy	39.25
302	9	Si5b5	B5b5	362	362	1	8	455	50	96	le	39.375
303	9	Si5b5	B5b5	362	362	1	8	455	50	96	si	39.5
304	9	Si5b5	B5b5	362	362	3	8	1364	99	96	ne 	39.875
305	9	La5	A5	358	358	1	8	455	95	96		40
306	9	Sol5	G5	349	349	1	4	909	95	96	yık	40.25
307	9	La5	A5	358	358	1	4	909	95	96	tın 	40.5
308	9	Si5b5	B5b5	362	362	3	8	1364	95	96	ki 	40.875
309	9			-1	-1	1	8	455	100	0		41
310	53			0	0	0	0	0	0	0		41
311	9	Si5b5	B5b5	362	362	1	8	455	95	96	bü	41.125
312	9	Re6	D6	380	380	3	8	1364	101	96	tün 	41.5
313	9	Do6	C6	371	371	1	8	455	95	96	i	41.625
314	9	Si5b5	B5b5	362	362	3	8	1364	95	96	nanç	42
315	9	La5	A5	358	358	1	8	455	95	96	la	42.125
316	9	Sol5	G5	349	349	1	8	455	99	96	rı	42.25
317	9	Fa5#4	F5#4	344	344	1	8	455	99	96		42.375
318	9	Sol5	G5	349	349	1	8	455	95	96		42.5
319	9	La5	A5	358	358	3	8	1364	95	96	mı  	42.875
320	9			-1	-1	1	8	455	100	0		43
321	53			0	0	0	0	0	0	0		43
322	9	Re5	D5	327	327	1	4	909	95	96	Öy	43.25
323	9	Sol5	G5	349	349	1	8	455	50	96	le	43.375
324	9	Sol5	G5	349	349	1	8	455	50	96	si	43.5
325	9	La5	A5	358	358	3	8	1364	99	96	ne 	43.875
326	9	Do6	C6	371	371	1	8	455	95	96		44
327	9	Si5b5	B5b5	362	362	1	8	455	99	96	yık	44.125
328	9	La5	A5	358	358	1	8	455	95	96		44.25
329	9	Sol5	G5	349	349	1	8	455	99	96	tın 	44.375
330	9	Fa5#4	F5#4	344	344	1	8	455	95	96		44.5
331	9	Sol5	G5	349	349	3	8	1364	95	96	ki 	44.875
332	9			-1	-1	1	8	455	100	0		45
333	53			0	0	0	0	0	0	0		45
334	9	Sol5	G5	349	349	1	8	455	95	96	bü	45.125
335	9	La5b5	A5b5	353	353	3	8	1364	101	96	tün 	45.5
336	9	Sol5	G5	349	349	1	8	455	95	96	i	45.625
337	9	Fa5	F5	340	340	3	8	1364	95	96	nanç	46
338	9	Sol5	G5	349	349	1	16	227	99	96	la	46.0625
339	9	Fa5	F5	340	340	1	16	227	95	96		46.125
340	9	Mi5b5	E5b5	331	331	1	16	227	99	96	rı	46.1875
341	9	Fa5	F5	340	340	1	16	227	99	96		46.25
342	9	Mi5b5	E5b5	331	331	1	8	455	99	96		46.375
343	9	Fa5	F5	340	340	1	8	455	95	96		46.5
344	9	Sol5	G5	349	349	3	8	1364	95	96	mı  	46.875
345	9			-1	-1	1	8	455	100	0		47
346	53			0	0	0	0	0	0	0		47
347	9	Si5b5	B5b5	362	362	1	4	909	95	96	SAZ	47.25
348	9	Sol5	G5	349	349	1	4	909	95	96	.	47.5
349	9	La5b5	A5b5	353	353	1	4	909	95	96	.	47.75
350	9	Fa5	F5	340	340	1	4	909	95	96	.	48
351	9	Sol5	G5	349	349	1	16	227	95	96	.	48.0625
352	9	Fa5	F5	340	340	1	16	227	95	96	.	48.125
353	9	Mi5b5	E5b5	331	331	1	16	227	95	96	.	48.1875
354	9	Fa5	F5	340	340	1	16	227	95	96	.	48.25
355	9	Mi5b5	E5b5	331	331	1	8	455	95	96	.	48.375
356	9	Fa5	F5	340	340	1	8	455	95	96	.	48.5
357	9	Sol5	G5	349	349	3	8	1364	95	96	.	48.875
358	9			-1	-1	1	8	455	100	0		49
359	53			0	0	0	0	0	0	0		49
360	9	Fa5	F5	340	340	1	8	455	95	96	Be	49.125
361	9	Sol5	G5	349	349	1	8	455	95	96	ni 	49.25
362	9	Sol5	G5	349	349	1	4	909	95	96	sen	49.5
363	9	Si5b5	B5b5	362	362	1	8	455	99	96	siz 	49.625
364	9	Sol5	G5	349	349	1	4	909	99	96		49.875
365	9	Fa5	F5	340	340	1	8	455	95	96		50
366	9	Sol5	G5	349	349	1	16	227	99	96	bı	50.0625
367	9	Fa5	F5	340	340	1	16	227	95	96		50.125
368	9	Mi5b5	E5b5	331	331	1	16	227	99	96	rak	50.1875
369	9	Fa5	F5	340	340	1	16	227	99	96		50.25
370	9	Mi5b5	E5b5	331	331	1	8	455	99	96		50.375
371	9	Fa5	F5	340	340	1	8	455	95	96		50.5
372	9	Sol5	G5	349	349	3	8	1364	95	96	tın 	50.875
373	9			-1	-1	1	8	455	100	0		51
374	53			0	0	0	0	0	0	0		51
375	9	Sol5	G5	349	349	1	12	303	99	96	of  	51.08333
376	9	La5b5	A5b5	353	353	1	12	303	99	96		51.16667
377	9	Si5b5	B5b5	362	362	1	12	303	99	96		51.25
378	9	Sol5	G5	349	349	1	8	455	99	96		51.375
379	9			-1	-1	1	8	455	99	0		51.5
380	9	Fa5	F5	340	340	1	12	303	99	96		51.58333
381	9	Sol5	G5	349	349	1	12	303	99	96		51.66667
382	9	La5b5	A5b5	353	353	1	12	303	99	96		51.75
383	9	Fa5	F5	340	340	1	8	455	95	96		51.875
384	9			-1	-1	1	8	455	100	0		52
385	9	Sol5	G5	349	349	1	16	227	95	96	SAZ	52.0625
386	9	Fa5	F5	340	340	1	16	227	95	96	.	52.125
387	9	Mi5b5	E5b5	331	331	1	16	227	95	96	.	52.1875
388	9	Fa5	F5	340	340	1	16	227	95	96	.	52.25
389	9	Mi5b5	E5b5	331	331	1	8	455	95	96	.	52.375
390	9	Fa5	F5	340	340	1	8	455	95	96	.	52.5
391	9	Sol5	G5	349	349	3	8	1364	95	96	.	52.875
392	9			-1	-1	1	8	455	100	0		53
393	53			0	0	0	0	0	0	0		53
394	9	Sol5	G5	349	349	1	8	455	95	96	Be	53.125
395	9	Sol5	G5	349	349	1	8	455	95	96	ni 	53.25
396	9	Sol5	G5	349	349	1	8	455	99	96	ben	53.375
397	9	Fa5	F5	340	340	1	8	455	95	96		53.5
398	9	La5b5	A5b5	353	353	1	4	909	99	96	siz 	53.75
399	9	Sol5	G5	349	349	1	8	455	99	96		53.875
400	9	Fa5	F5	340	340	1	8	455	95	96		54
401	9	Fa5	F5	340	340	1	8	455	95	96	bı	54.125
402	9	Mi5b5	E5b5	331	331	1	16	227	99	96	rak	54.1875
403	9	Re5	D5	327	327	1	16	227	99	96		54.25
404	9	Mi5b5	E5b5	331	331	1	8	455	95	96		54.375
405	9	Fa5	F5	340	340	1	8	455	99	96	tın 	54.5
406	9	Re5	D5	327	327	1	8	455	95	96		54.625
407	9			-1	-1	1	8	455	100	0		54.75
408	53			0	0	0	0	0	0	0		54.75
409	9	La5b5	A5b5	353	353	1	4	909	99	96	of  	55
410	9	Sol5	G5	349	349	1	4	909	99	96		55.25
411	9	Fa5	F5	340	340	1	4	909	99	96		55.5
412	9	Mi5b5	E5b5	331	331	1	4	909	99	96		55.75
413	9	Re5	D5	327	327	1	12	303	99	96		55.83333
414	9	Mi5b5	E5b5	331	331	1	12	303	99	96		55.91667
415	9	Fa5	F5	340	340	1	12	303	99	96		56
416	9	Re5	D5	327	327	1	4	909	99	96		56.25
417	9	Fa5	F5	340	340	1	24	152	99	96		56.29167
418	9	Mi5b5	E5b5	331	331	1	24	152	99	96		56.33333
419	9	Re5	D5	327	327	1	24	152	99	96		56.375
420	9	Mi5b5	E5b5	331	331	1	16	227	99	96		56.4375
421	9	Fa5	F5	340	340	1	16	227	99	96		56.5
422	9	Re5	D5	327	327	3	8	1364	95	96		56.875
423	9			-1	-1	1	8	455	100	0		57
424	53			0	0	0	0	0	0	0		57
425	9	Do5	C5	318	318	1	8	455	50	96	Be	57.125
426	9	Do5	C5	318	318	1	8	455	50	96	ni 	57.25
427	9	Do5	C5	318	318	1	4	909	95	96	sen	57.5
428	9	Sol5	G5	349	349	1	4	909	99	96	siz 	57.75
429	9	Fa5	F5	340	340	1	8	455	99	96		57.875
430	9	Mi5b5	E5b5	331	331	1	8	455	95	96		58
431	10	Re5	D5	327	327	1	8	455	95	96	bı	58.125
432	8	Mi5b5	E5b5	331	331	0	0	0	95	96		58.125
433	9	Re5	D5	327	327	1	16	227	99	96	rak	58.1875
434	9	Do5	C5	318	318	1	16	227	99	96		58.25
435	9	Si4b5	B4b5	309	309	1	8	455	99	96		58.375
436	9	Re5	D5	327	327	1	8	455	95	96		58.5
437	9	Do5	C5	318	318	3	8	1364	95	96	tın  	58.875
438	9			-1	-1	1	8	455	100	0		59
439	53			0	0	0	0	0	0	0		59
440	9	Si4b5	B4b5	309	309	1	8	455	50	96	Be	59.125
441	9	Si4b5	B4b5	309	309	1	8	455	50	96	ni 	59.25
442	9	Do5	C5	318	318	1	4	909	95	96	ben	59.5
443	9	Re5	D5	327	327	1	4	909	99	96	siz 	59.75
444	9	Do5	C5	318	318	1	8	455	99	96		59.875
445	9	Si4b5	B4b5	309	309	1	8	455	95	96		60
446	8	Do5	C5	318	318	0	0	0	95	96		60
447	9	Si4b5	B4b5	309	309	1	8	455	95	96	bı	60.125
